stationId	latitude	longitude	precipitation
ILGLIS8	49.78706	5.63152	38.86
ILGLIS6	49.794396	5.65555	36.07
IATTERT9	49.719406	5.753531	28.7
IARLON60	49.691643	5.769078	32.51
IARLON64	49.682942	5.798825	35.56
IARLON61	49.687092	5.812061	31.75
IARLON65	49.67858	5.825865	18.03
IARLON17	49.673557	5.829329	38.1
IEISCH1	49.689	5.88	30.48
IHOBSC1	49.682	5.918	29.21
IHOBSC2	49.686	5.929	23.88
IHOBSCHE4	49.679348	5.922438	28.19
ISTEINFO2	49.662022	5.92557	23.62
IKOERICH15	49.669628	5.948658	28.7
IGOEBL1	49.67	5.964	31.5
IDONDE1	49.693	6.033	28.7
IHOLLE23	49.714235	6.04595	34.59
IHOLLE28	49.713597	6.047683	31.8
IKOERICH14	49.670574	5.971231	31.5
ILUXEMBO3	49.671364	6.034289	19.81
IKEHLE3	49.66663	6.029306	11.43
ILMEISPE2	49.686634	6.05738	40.64
IBROUC2	49.739	6.014	43.18
ICLAUS10	49.693881	6.068613	37.59
IGOSSE1	49.729	6.114	26.67
ISTEINSE14	49.669525	6.132354	27.94
IHEISD4	49.673682	6.141966	26.42
ILUXEMBU11	49.662422	6.080723	32.77
IJUNGLIN19	49.702068	6.220619	23.37
IALTLI2	49.723	6.218	19.3
IGONDE5	49.695117	6.246045	15.49
IJUNGL2	49.710787	6.255329	21.89
INIDDERA39	49.680775	6.251249	16.26
IBETZD2	49.681244	6.311361	6.35
IGMANTER5	49.708317	6.421361	22.1
IBIWER1	49.703	6.375	21.89
IBERBO5	49.729	6.393	23.39
IGREVE93	49.6828	6.448179	19.89
ITEMME1	49.688	6.469	20.8
IBERTR17	49.859	5.25	33.5
INEUFC5	49.864438	5.485897	31.75
ILUXEMBO7	49.854092	5.590065	28.7
IATTER3	49.762	5.763	35.31
IFAUVI3	49.876	5.676	35.31
INIEDE143	49.757	5.907	27.94
IDIEKIRC6	49.891918	5.813851	12.6
IPRIZE1	49.794987	5.95238	27.2
IPRIZERD2	49.796089	5.955194	18.54
IUSELDAN3	49.777401	5.948361	26.11
ISCHAN2	49.791554	5.980799	29.39
IVICHT1	49.796574	6.005562	23.88
IMERTZIG3	49.832005	6.005986	25.5
IMERTZ10	49.833	6.008	30.0
ICOLMA12	49.809617	6.096312	35.61
ICOLMA9	49.810345	6.09113	27.43
IBISSE17	49.789378	6.065594	35.0
IBERIN6	49.758	6.116	30.2
IETTEL2	49.85	6.095	19.56
ICHRIS189	49.788	6.274	26.39
IGREVENM12	49.786579	6.276158	24.41
IGILSD9	49.867	6.183	21.59
IKALKE1	49.782768	6.34691	28.45
IBERDO1	49.821848	6.344439	23.62
IGREVENM13	49.741951	6.283994	19.3
IMINDE6	49.824	6.469	36.09
IMOMPA1	49.753	6.464	21.59
IROSPO6	49.804493	6.50065	33.81
IPALIS6	49.964	5.185	41.4
ILIBRA2	49.928001	5.36	34.49
ILIBRA4	49.999334	5.47079	34.01
IVAUXS15	49.965397	5.678987	28.19
IBASTO4	49.967	5.717	27.61
IBASCH6	49.897559	5.815921	27.43
IHEIDE240	49.889224	5.976934	27.1
IHEIDE238	49.887393	5.976981	23.11
INOCHE3	49.948255	5.957723	19.1
INOCHE4	49.946324	5.97503	22.4
IKIISC1	49.951	6.02	21.79
IDIEKIRC11	49.85149	6.115816	22.1
IDIEKI2	49.866	6.156	25.91
IDINGELD2	49.857697	6.141451	28.4
IBETTEND8	49.879429	6.221175	22.35
IBETTEND4	49.875938	6.212749	24.64
IHOESD4	49.882949	6.255554	16.21
IWALLE10	49.8741	6.2905	24.89
INUSBAUM2	49.895294	6.350045	20.07
INIEHL1	49.955574	6.359881	30.99
IMECKEL2	49.888733	6.515806	48.51
IBEAUR5	50.103	4.904	42.42
IVIROI6	50.092	4.67	48.01
IFROME17	50.128963	4.849992	62.31
IROCHE81	50.11638	5.107647	34.29
IROCHE97	50.144	5.15	26.39
IHOUYE1	50.158211	5.062436	34.29
ISAINTHU7	50.025009	5.363176	27.94
ISAINT1050	50.03	5.378	29.21
ITENNE4	50.12	5.505	25.4
IBASTO8	50.061	5.748	25.6
ILAROC21	50.122201	5.635687	27.94
IWEIDI1	49.974354	5.933325	16.99
ILUXEMBO5	50.09647	5.868244	29.72
IPINTS3	49.995096	6.007815	26.39
IDRAUF1	50.019	6.004	26.67
IDEIFF3	50.066475	5.962674	38.81
IWINCRAN5	50.083328	5.95	35.81
IPARCH5	50.011513	6.050169	28.7
IPREISCH2	50.033298	6.15	31.5
IPREIS2	50.037025	6.152035	27.94
INEUER2	50.012189	6.290961	8.38
IDIEKIRC17	49.940208	6.215091	25.91
IDALEI3	50.072523	6.184356	38.61
IRITTE11	49.993874	6.48892	25.91
IBITBU4	49.978001	6.519	29.21
ILASEL1	50.112965	6.469108	39.4
IHASTI11	50.196533	4.823289	56.59
INAMURHO2	50.19878	4.993482	33.78
IMARCH89	50.179	5.311	26.19
IMARCH62	50.189	5.402	30.71
IMARCH64	50.202	5.425	24.38
ILAROCHE158	50.181671	5.575	21.59
ILAROCHE159	50.137531	5.652853	27.1
ILAROC35	50.146	5.675	29.39
IHOUFF4	50.158657	5.785647	25.6
IHOFFE1	50.102909	5.922765	26.92
IGOUVY8	50.142	5.906	27.18
IESELB1	50.062337	6.000803	38.3
IREULE1	50.060021	6.035119	39.29
IREULE2	50.055778	6.036101	39.8
IWEISW2	50.138683	6.0769	30.23
IGROKA11	50.162142	6.205891	34.49
IPRONSFE3	50.159107	6.336806	36.32
IPRONSFE2	50.160618	6.350501	31.5
IPRONS4	50.162	6.348	26.92
IPRONSFE4	50.161552	6.350299	27.18
IPITTENB2	50.177982	6.34112	31.24
INIMSR2	50.131405	6.450792	46.51
IDINAN13	50.272926	4.9	41.91
IMETTE10	50.27288	4.651281	50.8
ICINEY14	50.252	5.199	23.09
IMARCH84	50.225605	5.349297	21.84
IMARCH70	50.238	5.366	20.29
IMARCH60	50.238	5.37	19.05
IRENDE6	50.216835	5.477452	14.0
IRENDE10	50.217205	5.52458	12.45
IVIELS1	50.253915	5.735642	13.6
IMANHA8	50.274819	5.719587	16.0
IMANHA7	50.276	5.656	17.02
ILIERN2	50.286055	5.793754	14.22
IVIELS4	50.260873	5.94095	14.5
IVIELSAL6	50.284733	5.902289	14.48
IWINTE18	50.213177	6.209644	26.67
IBLEIA1	50.236989	6.282725	24.61
IRIJNLAN2	50.192604	6.368974	32.26
IPRM13	50.202092	6.41036	32.99
IPRM14	50.21	6.42	22.86
IROMME5	50.197635	6.44983	34.29
IPRM12	50.228512	6.436841	20.57
IMETTE5	50.308998	4.71	36.07
IMETTE21	50.346	4.723	33.5
IMETTE9	50.336	4.68	39.62
IYVOIR16	50.315	4.971	31.24
IYVOIR6	50.337566	4.96502	20.07
IASSES3	50.364	4.937	27.71
ICINEY13	50.293688	5.102741	27.94
IHAMOI2	50.32	5.182	33.81
IHAMOI5	50.307715	5.209949	25.15
IHAVEL27	50.371244	5.339065	20.6
IDURBU1	50.333	5.432	12.95
IMANHA3	50.313	5.688	12.95
IFERRIRE27	50.402313	5.605195	16.51
IAYWAI3	50.418	5.689	25.4
ITROIS38	50.363853	5.860294	7.62
ITROIS14	50.362663	5.875781	13.69
ISAINT478	50.292	6.065	8.38
ISAINTVI84	50.309372	6.093909	15.49
ISANKT230	50.304627	6.166627	6.81
IAMEL5	50.332	6.189	11.4
IAMBLV2	50.317772	6.253663	9.65
IBLLIN6	50.408791	6.306152	12.7
IKLEIN52	50.271	6.494	19.05
IWEINS15	50.233	6.477	23.6
INAMUR76	50.420096	4.799438	34.8
IFOSSE4	50.408465	4.753241	34.29
INAMUR65	50.429638	4.817633	20.57
INAMUR62	50.431	4.82	6.3
INAMUR78	50.437	4.923	41.4
INAMUR77	50.452077	4.876928	29.97
IASSES5	50.390755	5.023096	38.86
IGESVE1	50.426557	5.022539	14.4
IASSES2	50.386	5.044	31.5
ITINLO1	50.463393	5.323616	58.42
IMODAV1	50.478125	5.290414	49.78
IFERRI13	50.438	5.624	22.61
IAYWAI4	50.477	5.659	7.37
ISPRIM3	50.507	5.642	31.24
ITHEUX19	50.464875	5.808201	34.29
IRGIONWA85	50.499901	5.715506	24.89
IJALHA7	50.494219	5.908539	43.18
IJALHA2	50.507	5.922	6.35
IWAIME4	50.417	6.105	24.21
IMALME3	50.473999	6.08	16.79
IBLLIN7	50.406	6.247	24.41
IBULLA6	50.415001	6.313	11.18
IHELLE63	50.457	6.396	19.0
INORDRHE402	50.4618	6.403129	19.56
INAMUR79	50.475	4.799	20.57
IRGIONWA78	50.46307	4.847392	22.1
ILABRUYR13	50.534767	4.865408	14.22
INAMUR20	50.496952	4.886795	21.08
INAMUR72	50.512343	4.947154	30.23
IGHEZE13	50.546457	4.907776	16.26
IGHEZE14	50.546596	4.907294	15.24
IWALPETI8	50.521587	5.048214	27.94
IHRON8	50.552	5.053	18.29
IBURDI1	50.576381	5.14814	18.01
IHUY26	50.533116	5.254008	22.61
IVILLE71	50.561	5.267	28.8
ISERAI4	50.568296	5.532989	41.66
IDOLEMBR2	50.53104	5.610046	64.29
ISPRIM5	50.516689	5.65676	26.42
ITHEUX20	50.516856	5.781863	44.2
ITROOZ8	50.557	5.725	45.01
IJALHA9	50.514	5.94	51.56
IRGIONWA124	50.524204	5.965255	58.42
IJALHA4	50.52478	5.968425	67.31
IMONSC7	50.52591	6.222053	27.41
IEUPEN5	50.59	6.1	24.1
IMONSC6	50.565064	6.198281	21.84
IMONSCHA14	50.534534	6.264097	23.88
IAACHENM1	50.564484	6.21191	15.24
IMONSCHA15	50.567272	6.229394	24.89
INORDRHE241	50.561131	6.256075	18.29
INORDRHE452	50.516014	6.407517	54.79
IHELLE21	50.481998	6.496	18.8
IPERWE1	50.627389	4.805558	19.05
IPERWE2	50.634	4.785	28.19
IRAMIL1	50.633	4.864	17.5
IGEMBLOU21	50.575809	4.716853	20.32
IGHEZE6	50.574	4.891	18.11
IGEMBL3	50.57	4.699	27.94
IBRAIV6	50.617	5.097	22.91
IHANNU14	50.633446	5.089993	15.75
IHANNU13	50.639663	5.086498	20.6
IHANNU8	50.663	5.051	14.5
IBRAIVES5	50.634949	5.158643	15.49
ITOURINN3	50.638779	5.177727	16.0
IVILLE189	50.585281	5.280034	26.67
IGEER8	50.668	5.188	15.16
IVERLA3	50.603267	5.311691	22.61
ISAINT1455	50.648	5.516	64.21
ISAINT2727	50.625152	5.538399	14.73
ILIGE75	50.622912	5.559157	11.2
ILIGE70	50.63	5.555	16.99
ILIGE78	50.597	5.575	30.99
ILIGE73	50.619667	5.576904	25.4
IRGIONWA46	50.585712	5.6168	38.0
ILIGE38	50.632984	5.579376	13.72
ILIGE76	50.62892	5.635324	29.46
IOLNE3	50.606	5.705	52.58
IFLRON12	50.628	5.702	42.19
IRGIONWA3	50.607231	5.747346	57.4
IDISON3	50.609	5.863	31.5
IBAELE11	50.63	5.968	25.4
ITHIMIST7	50.64917	5.865667	52.32
IBAELE8	50.631835	6.004354	34.04
IBAELE10	50.633	6.002	35.56
IEUPEN19	50.648792	6.054296	31.5
IRAERE10	50.660443	6.11196	41.91
IRAERE9	50.669	6.111	25.4
IMONSCHA16	50.576252	6.22925	21.59
IMONSC8	50.574	6.225	20.32
IMONSC5	50.588562	6.251996	25.15
IMONSC12	50.569655	6.228538	21.34
IROETG4	50.638	6.21	71.4
ISIMME99	50.625717	6.311499	54.89
ISIMME13	50.624507	6.33397	54.61
ISIMME7	50.624001	6.338	57.91
ISIMME72	50.626	6.356	51.56
ISIMMERA15	50.625832	6.355576	51.56
INIDEG3	50.64446	6.41574	6.35
IHEIMB6	50.637	6.455	62.74
IHEIMB2	50.633999	6.463	48.01
IINCOU4	50.73	4.76	34.04
ICHAUM2	50.702	4.735	45.47
IJODOI2	50.722539	4.863485	21.08
IGREZD1	50.731296	4.740903	28.19
IJODOI6	50.717	4.875	22.86
IJODOI3	50.705687	4.913861	19.05
IWALENIN2	50.693619	4.929011	6.1
IORPJA2	50.703335	4.930379	19.56
IJODOI5	50.731	4.878	23.37
IORPJAUC3	50.680641	4.98048	17.27
IHANNUT5	50.692959	5.023301	18.01
IRGIONWA31	50.712982	5.035172	18.29
ILINCE2	50.726	5.011	17.02
ILANDE3	50.725506	5.08607	18.01
IGEER6	50.671429	5.169496	28.96
IBERLO7	50.696644	5.225805	22.61
IGINGE2	50.722	5.201	17.5
IWAREM1	50.696817	5.284254	18.29
IREMIC2	50.67859	5.332469	22.86
IRGIONWA118	50.722042	5.346043	18.03
IHEERS3	50.769249	5.321218	20.07
IAWANS6	50.699825	5.439408	23.62
IANS30	50.701172	5.487029	29.72
ITONGE1	50.750999	5.447	30.2
IJUPRE2	50.725259	5.514389	33.27
ITONGE5	50.751999	5.499	38.3
IHERST3	50.673	5.593	18.29
IOUPEY1	50.710796	5.641251	12.95
IHERST5	50.667	5.599	15.49
IOUPEY3	50.71	5.651	23.39
IRGIONWA103	50.695927	5.653423	14.0
ILIGE68	50.654072	5.634042	4.06
IVIS21	50.727978	5.701215	37.11
IHERVE52	50.681916	5.82077	27.0
IHERVE16	50.6763	5.792198	25.4
IAUBEL12	50.711	5.846	18.03
IHERVE105	50.665312	5.752249	27.94
IDALHE7	50.74	5.735	40.89
IHERVE98	50.641953	5.824091	48.01
IVOEREN8	50.722759	5.891942	22.3
IWELKE4	50.673469	5.923455	70.69
IPLOMB3	50.726519	5.924047	21.79
IPLOMB4	50.716015	5.9794	22.61
ILACAL12	50.721	6.013	19.3
ILACALAM3	50.708328	6.036449	48.26
IKELMI1	50.725	6.018	22.86
IRAERE2	50.698002	6.048	46.99
IAACHE21	50.719	6.039	11.43
IRAERE5	50.689	6.086	19.99
IRAERE12	50.684	6.094	17.02
IRAERE11	50.71314	6.121418	17.02
IWALHAUS2	50.704399	6.057881	45.21
IAACHE48	50.705274	6.180314	30.71
ISTOLB3	50.709999	6.215	43.69
ISTOLB13	50.711	6.215	41.4
IAACHE49	50.712652	6.184902	28.96
IROETG13	50.683	6.206	43.94
IAACHEN132	50.711575	6.17896	26.42
ISTOLB25	50.72	6.264	36.32
INORDRHE79	50.683201	6.35963	31.39
IHRTGE1	50.709999	6.373	37.31
IKREUZ4	50.717999	6.435	40.59
INIDEG7	50.665069	6.411179	41.4
